马上查询一下明天有飞广州的飞机吗	Travel-Query
2011年最浪漫的歌来一首呗	Music-Play
经济类的广州人民广播电台经济环保广播可以收听给我吗	Radio-Listen
把卧室的空调开到十八度	HomeAppliance-Control
来放一个德语歌曲给我吧	Music-Play
今日法国有什么新闻看呢	Video-Play
我想听开浩御书房的春秋大义	Radio-Listen
播一个晚上23点45更新的国产动漫	Video-Play
斗罗大陆放第13集	FilmTele-Play
古尔邦节是农历的什么时候	Calendar-Query
王力宏2019年演唱会的视频找来看看	Video-Play
温度咋还是这么低，告诉我下取暖器现在的温度	HomeAppliance-Control
能不能将5点的闹钟修改成6点	Alarm-Update
动漫虫师第10集帮我找一下吧	Video-Play
回答我能不能订一张去天津的机票	Travel-Query
在中央人民广播里面找千里共良宵	Radio-Listen
设定8点上毛选课的闹钟	Alarm-Update
1月18日是农历几月几号	Calendar-Query
现在把空气净化器设置成高速模式行嘛	HomeAppliance-Control
快点帮我查查礼拜几是4月的17日	Calendar-Query
这时候不想吹风扇了，帮我关掉	HomeAppliance-Control
我想看阳光之下的第12集	FilmTele-Play
南昌明天会降雨吗	Weather-Query
夏天崔雪峰的投投是道找过去听听	Radio-Listen
给我搜索2017年有关于讲解韩信的游戏视频	Video-Play
高莉主持的经济之声收听一下可以吗	Radio-Listen
播放日语歌泪的物语	Music-Play
请给我来一首吴亦凡的英文歌July。	Music-Play
这周二韶关的空气质量怎么样	Weather-Query
春节是星期几	Calendar-Query
多少月多少号是农历的2月12	Calendar-Query
放了些干货，帮我把冰箱变温抽屉调到珍品档	HomeAppliance-Control
找岁月留声机就主播是凡华的那个	Radio-Listen
我要听维语广播的名人堂	Radio-Listen
我现在就得关空调	HomeAppliance-Control
播放一个韩剧窥探吧	FilmTele-Play
循环播放张哲瀚的环绕吧	Music-Play
洛阳明天的温度会低于零摄氏度吗？	Weather-Query
麻烦开启人体传感器	HomeAppliance-Control
请看下从北京出发去往上海的路径规划	Travel-Query
放一个频率是九七点四的先听为快	Radio-Listen
星期几是母亲节	Calendar-Query
循环播放近一周的香港湿度情况	Weather-Query
酥油花灯节是什么哪天	Calendar-Query
给我打开胡歌演的伪装者的第二十一集	FilmTele-Play
设定凌晨3点给宝宝冲奶粉	Alarm-Update
明天上海还是会下雨吗	Weather-Query
我想看2021年谍战电视剧风暴舞幕后故事	Video-Play
电视剧，杨幂主演的亲爱的翻译官	FilmTele-Play
播放汕头紫外线变化	Weather-Query
1点5倍速播安以轩和胡冰卿演的独孤天下	FilmTele-Play
重庆之声里安琪的周末快乐听着太快乐了，现在我要听这个快乐	Radio-Listen
立即查看综艺向往的生活	Video-Play
开启空气净化器睡眠模式	HomeAppliance-Control
请告诉我下现在空调是多少度哇	HomeAppliance-Control
调低把我的空调温度调低些	HomeAppliance-Control
客厅的空调调低到28	HomeAppliance-Control
能告诉我明天紫外线强么	Weather-Query
能继续收听汕头人民广播电台音乐台吗	Radio-Listen
深圳文艺电台第二台继续给我收听一下吧	Radio-Listen
收听频率是一零三点三的徐州人民广播电台文艺台	Radio-Listen
请播放带戏曲唱腔的专辑赤伶，李玉刚版的	Music-Play
可以播放一部10年代出版的海蒂和爷爷吗？	FilmTele-Play
今天会下雪吗，晚点一起堆雪人能行吗	Weather-Query
给我找一个美剧偶像剧播放一下吧	FilmTele-Play
13号去江门穿什么衣服不冷	Weather-Query
中南民族大学怎么开车过去	Travel-Query
帮我打开加湿器	HomeAppliance-Control
鱼已经准备好了，帮我把蒸烤机的纯蒸模式开启吧	HomeAppliance-Control
我要听频率是一零五点六的助眠电台	Radio-Listen
将明天上午的闹钟全部删除	Alarm-Update
给我放一下文艺类的徐州人民广播电台文艺台	Radio-Listen
给我来一个韩国女神李知恩iu唱blueming的音乐视频吧	Video-Play
可以提醒我周六是小丽的生日吗	Alarm-Update
农历的7初19是星期几	Calendar-Query
打开搜狐视频我想看在桃花盛开的地方	FilmTele-Play
查一下长春到山海关的汽车票	Travel-Query
能不能帮我设置连续60天提醒我发朋友圈	Alarm-Update
有石鑫的节目吧就听会儿I的能量馆吧	Radio-Listen
大后天是几号	Calendar-Query
能给我看那个玄幻剧迷离档案吗	FilmTele-Play
给我找北京体育广播的东奥加速版在FM102点5	Radio-Listen
频率是一零零点五的花都人民广播电台收听一下吧给我	Radio-Listen
播电台节目孙芳主持的雨天	Radio-Listen
顶楼播放一下四集可以吗	FilmTele-Play
今天是5号明天是几号	Calendar-Query
帮我看一看农历7月18和农历7月19哪天是9月2号啊	Calendar-Query
我是特种兵这个战争片立刻放给我	FilmTele-Play
2019年男篮世界杯巴西对希腊的比赛视频	Video-Play
回忆一下上周六海淀是雨天吗	Weather-Query
请接着给我续放海洋的下雨天电台节目	Radio-Listen
一定循环播放我们的时光这首流行	Music-Play
2014年的大话西游之仙履奇缘可以播放下给我不	FilmTele-Play
帮我查一下明年国庆节是星期几	Calendar-Query
将9点和12点的闹铃删除	Alarm-Update
呼吸之野里的歌曲随便来一首播放一下吧	Music-Play
法语歌曲可以随机来一首不	Music-Play
下周一中山那儿有没有可能下大暴雨	Weather-Query
可以随机给我来一曲山河令电视剧里面的歌呢	Music-Play
给我找一趟株洲去醴陵的最便宜的汽车票价格。	Travel-Query
打开音响，让它自动播放轻快的音乐	HomeAppliance-Control
我想看蜡笔小新第二季的和爸爸单独看家	Video-Play
想看一下今天的南海海洋天气预报，给我调到南海吧	TVProgram-Play
可以帮我把蒸烤箱切换到童锁功能不	HomeAppliance-Control
柳云龙演的胜算立刻播放	FilmTele-Play
帮我把冰箱冷冻室的温度调到零下25度吧	HomeAppliance-Control
设置一个今天下午6点的做饭的闹钟	Alarm-Update
11天之后提醒我给我妈发红包	Alarm-Update
每天7点的那个提醒关掉吧	Alarm-Update
章子怡的首部电视剧的幕后花絮放来看一下	Video-Play
开封这15日内的穿衣指数怎么样呢	Weather-Query
你给我定一个星期六下午六点的闹钟	Alarm-Update
能不能给我重新播放2012年伦敦奥运会1500米游泳孙杨击败霍顿夺冠的视频	Video-Play
给我找个雨果的小说来放	Audio-Play
天气好干，湿度器升到70吧	HomeAppliance-Control
明天10点闹钟你给我定好了吗	Alarm-Update
五一下午2点去王府井逛街的闹钟定一下。	Alarm-Update
能不能给我播放一下2021世界女排联赛土耳其对塞尔维亚的比赛视频	Video-Play
立即告诉我明天的农历是多少啊	Calendar-Query
明天上午所有的闹钟你帮我打开了吗	Alarm-Update
去查一查汉中开来的磁悬浮列车是今天的吗	Travel-Query
90年代比较搞笑的歌曲来一些听听	Music-Play
把抽烟机的档位调大一些	HomeAppliance-Control
能把去海边的最快路线给我吗	Travel-Query
查询台湾的空气质量怎么样	Weather-Query
哎空调冷风给我打开	HomeAppliance-Control
现在请播放宇尘的悬疑小说无罪谋杀	Audio-Play
可以查询到邵通的高铁是几点的吗	Travel-Query
请给我调出幺零零点七的江都人民广播电台	Radio-Listen
放一首扬琴版的梁祝	Music-Play
明天深圳会下冰雹吗	Weather-Query
帮我把热水器温度调到50度吧	HomeAppliance-Control
告诉我什么时候是清明节	Calendar-Query
我需要你提醒我7:10出门	Alarm-Update
后天的农历是几号	Calendar-Query
播放美国电影冰雪奇缘	FilmTele-Play
给我找出5月27日17点播出的动漫	Video-Play
我想听郭伟主持的FM103.9	Radio-Listen
搜索明天山东会下雨吗	Weather-Query
现在就想查查下个月二十号是不是父亲节	Calendar-Query
给我找一首蔡琴的歌听听	Music-Play
开启明天10点35分的闹钟	Alarm-Update
频率是一零一点零的广东卫星可以继续收听吗	Radio-Listen
我想播放张信哲的下一个永远中的白月光	Music-Play
广播剧默读的预告帮我播放	Audio-Play
播放欧美动漫超人	Video-Play
能否将17点40的闹钟修改成16:20	Alarm-Update
我想打开吸油烟机	HomeAppliance-Control
我要看大陆片我的姐姐这个电影	FilmTele-Play
帮我找一个做肉松饭团的视频	Video-Play
是不是能播放一个剧情片奇妙的命运呀	FilmTele-Play
你知道阴历5月22是阳历几号	Calendar-Query
查询下周甘肃气温会逐渐升高吗	Weather-Query
能继续播放美国那个电视剧吗	FilmTele-Play
有点冷啊空调帮我关掉	HomeAppliance-Control
能不能来一个频率是九九点一的山东文艺广播电台呢	Radio-Listen
帮我搜索一些音乐电台	Radio-Listen
收听文艺类的山东文艺广播电台	Radio-Listen
今天天气太好了，我想拍照，帮我把摄像机设置成连拍模式吧	HomeAppliance-Control
后天有冷空气过来不会降温不	Weather-Query
坐几路车能到万达广场西门啊	Travel-Query
我想收听频率是九三点四的晚安电台	Radio-Listen
今天10点的闹钟我现在想要你给我设好	Alarm-Update
北京开往上海的特快列车进站了吗	Travel-Query
把电扇的风速调大一些太热了	HomeAppliance-Control
能收到的日语电台给我随便拨一个	Radio-Listen
查查昨天应该是什么节日	Calendar-Query
现在告诉我长沙去往拉萨的动车今天有吗	Travel-Query
开始播放北京音乐广播的英文歌	Radio-Listen
9月9是什么节	Calendar-Query
湖南五天后有台风吗	Weather-Query
现在还是想继续看下一站幸福呢	FilmTele-Play
今天播放最火的瘦脸操	Video-Play
今天下午三点的提醒定好了么	Alarm-Update
查询纽约近期的温度	Weather-Query
查看查看后天12点去广州的D21二等座还有吗	Travel-Query
告诉他知道深圳去往丽江的动车今天有吗	Travel-Query
播放5月16号上午10点的英雄联盟竞技赛视频	Video-Play
动漫铁臂阿童木帮我找一下吧	Video-Play
想听最好的都给你了，要余佳运给我唱	Music-Play
请给我播放2016年美国电视剧黑吃黑第四季花絮	Video-Play
XYG比赛的视频帮我找一下	Video-Play
今天下午3点的提醒改下铃声	Alarm-Update
能给我来一个2021年的古典音乐不呢	Music-Play
想听英文专辑了，就第stay with you吧，林俊杰的	Music-Play
能播放一下有范冰冰出演的电视剧秦始皇么	FilmTele-Play
郑州上月下雪了吗	Weather-Query
请问一下下周日是几号	Calendar-Query
FM969东营生活广播节目给我放一下	Radio-Listen
去年的谷雨是周几	Calendar-Query
帮我搜索一下CCTV2的一槌定音	TVProgram-Play
去年台湾有个都市片，奇幻题材的帮我播放	FilmTele-Play
立即设置一个9点提醒我关灯的闹铃	Alarm-Update
从回学校的几条路线中找一条最优的给我	Travel-Query
完美降落播放，法老他们合唱的	Music-Play
我明天下午的闹钟取消	Alarm-Update
找到内蒙古草原之声的故事会听听	Radio-Listen
我想知道下午2点有重庆始发到济南的动车吗	Travel-Query
这个空调温度太高了，调低一点儿	HomeAppliance-Control
西藏后天晚上八点会下雪吗？	Weather-Query
港片新喜剧之王播放一下可以吗	FilmTele-Play
请不要忘记通知我在5月30号去打狂犬疫苗	Alarm-Update
随机播放一首纯音乐。	Music-Play
小猪佩奇是美国的吗播放一下看看	Video-Play
将空调切换到省电模式行不行呢	HomeAppliance-Control
我想查看北京未来十五天的天气	Weather-Query
取消今天晚上9点的那个提醒	Alarm-Update
告诉我后天12点去广州的T11火车票还有吗	Travel-Query
开启水浸传感器	HomeAppliance-Control
能不能给我订一张大理飞北京的航班头等舱票	Travel-Query
明天兴义会晴吗	Weather-Query
能不能播放一个1999年拍的电视剧啊	FilmTele-Play
立刻新建一个备忘录3:50提醒我放鞭炮	Alarm-Update
每周末上午去学游泳，闹钟叫我	Alarm-Update
叶纯的城市声音帮我播放一下	Radio-Listen
上午电视演的的都市朋友圈都讲了些什么我想看下	TVProgram-Play
5月27日雨下解说更新了变异食人花吞噬大僵尸的游戏视频吗	Video-Play
把空调风速调大再调大	HomeAppliance-Control
给我放乱世佳人这一部爱情类电影。	FilmTele-Play
4月10日和4月9日哪天是星期三	Calendar-Query
创建一个周六晚上8点跟朋友去看电影的闹钟。	Alarm-Update
星期天下午3点的时候不要再提醒我看极寒风暴	Alarm-Update
4月25日讲解的兰陵王怒抓孙悟空的游戏视频可以给我找一下吗	Video-Play
请按随机播放一首张杰的中文歌曲	Music-Play
我想看高伟宁、吉小龙执导的我怕来不及	FilmTele-Play
夜晚听老谭的老谭讲故事很不错，在杭州新闻广播播放	Radio-Listen
给我放一下易建联的篮球比赛视频	Video-Play
这几天香港穿衣适合啥	Weather-Query
给我找到陕西戏曲广播按时间顺序播放里面的花鼓戏节目	Radio-Listen
把电扇风速升到最大	HomeAppliance-Control
找到美国的科幻大片给我看一个可以吗	FilmTele-Play
听一下英文歌 给我找FM88点7	Radio-Listen
今年的那达慕什么时候举行	Calendar-Query
今晚AG超玩会梦泪有没有直播王者荣耀	Video-Play
播一首运动风格的中文歌曲	Music-Play
赶快帮我播放江苏新闻广播的电台节目高爽说法	Radio-Listen
看一眼去往南平的动车哪天有票啊	Travel-Query
快给我查询最快去一班长春去上海的机票还有几张	Travel-Query
嗯呐朱莉主演的电视剧朱莉快逃播放给我看看可以吗	FilmTele-Play
查一下武汉至成都的机票价格。	Travel-Query
建立提醒5月19号上网课	Alarm-Update
来一个战争片雪豹给我吧	FilmTele-Play
香港降雨情况怎么样	Weather-Query
马上瞅瞅几月几号是建党节	Calendar-Query
打开腾讯视频把昨天放的奔跑吧兄弟再给我重播一遍	Video-Play
我要听北京交通广播的1039交通服务热线	Radio-Listen
赶紧说说几月几号是这个周一呢	Calendar-Query
帮忙帮冰箱开启节能模式	HomeAppliance-Control
给我搜索一下沈腾演的综艺王牌对王牌第6季	Video-Play
立即搜索保定紫外线指数	Weather-Query
现在只能看美国的吸血鬼日记	FilmTele-Play
给查找南京飞往悉尼的航班哪天有票	Travel-Query
给我继播一下我前面看的言情剧呢	FilmTele-Play
播放一下频率是一零五点六的扬中人民广播电台	Radio-Listen
今年的寒露是几月几号	Calendar-Query
看看8号上海是不是要下雨呢	Weather-Query
查询星期三是什么节日呢	Calendar-Query
今天下午降雨量多少	Weather-Query
以后不用每天提醒我学习了	Alarm-Update
周二乌鲁木齐能晴吧？	Weather-Query
初爱里面的歌可以随机唱一首吗	Music-Play
我想立刻观看一个日本的喜剧，古代的	FilmTele-Play
创建明天晚上9点看直播的日程	Alarm-Update
查询大理周日会大面积降雨吗	Weather-Query
放一下灵剑尊的第178 179集我想看	Video-Play
为我外公播放阿朗演播中国乡村之声的乡村夜话	Radio-Listen
3月18日那天电影台有啥电影好看，帮我看下	TVProgram-Play
王者荣耀的比赛视频给我找一下	Video-Play
可以在搜狐上播放娘道吧	FilmTele-Play
我想听音乐之声广播	Radio-Listen
查一下今天南京的最高气温	Weather-Query
请把7月10号到7月29号的日程全部删除	Alarm-Update
请重听频率是一零五点三的盐城人民经济台	Radio-Listen
南京新街口怎么走，为我导航一下啦	Travel-Query
我要看经济类的经济之声	Radio-Listen
FM92.4海上戏剧麻烦帮我找一下	Radio-Listen
我想看2017年的贪吃蛇大作战的游戏解说视频	Video-Play
放一个欧阳娜娜的电视剧幕后花絮	Video-Play
查一下到洛杉矶的机票	Travel-Query
甄子丹刘德华演的追龙现在给我放	FilmTele-Play
查询杭州的紫外线这几天高么	Weather-Query
星期几是国庆节	Calendar-Query
给我播放一个韩国2021年的电视剧可以吗	FilmTele-Play
播放香格里拉最新的紫外线指数	Weather-Query
给我回放5月21日的奔跑吧第5季精彩部分	Video-Play
查询明天江苏会大面积降雨吗	Weather-Query
帮我创建后天中午两点取快递的日程	Alarm-Update
给我播放一个法国纪录片脸庞村庄吧	Video-Play
快点告诉我一下吕梁始发的动车哪天有票	Travel-Query
你在早上九点的时候提醒我装电话卡	Alarm-Update
我要看大陆片横空出世这个电影	FilmTele-Play
林俊杰的专辑乐行者随机播放吧	Music-Play
看看九月有流星雨的那天是几号	Calendar-Query
设置一个明天早上9点去参加朋友婚礼的闹钟。	Alarm-Update
赶紧告诉我农历5月5是什么节日	Calendar-Query
今天需要洗两件真丝衣物，帮我切换到丝绸洗吧	HomeAppliance-Control
马上就让我知道汉堡始发的飞机是几点的呢	Travel-Query
你现在就告诉我答案几月几号是这个礼拜六啊	Calendar-Query
南京紫外线强吗	Weather-Query
请播放中央人民广播电台的经济之声	Radio-Listen
讲一下打火匣的故事英文版的	Audio-Play
提醒我周日上午8点去交电费	Alarm-Update
6:25提醒我去拿饭盒删除这个提醒	Alarm-Update
不要忘了在18点半提醒我打微信电话给小明	Alarm-Update
放一个听海的翻唱视频看	Video-Play
动漫黑衣人第一季帮我找一下吧	Video-Play
治愈系的钢琴曲能随便来个听吗	Music-Play
给我来一个吴倩拍摄我只喜欢你的现场花絮	Video-Play
给我准备今年甘肃的降水量	Weather-Query
查下盐城未来三天的天气	Weather-Query
继续看一会宫斗剧如懿传可以吗	FilmTele-Play
告诉我台湾这周有台风吗	Weather-Query
六一儿童节的农历是几号	Calendar-Query
今天4点40的闹钟帮我删除	Alarm-Update
空调风速要最高最强	HomeAppliance-Control
准时收听大铭的快乐早点到	Radio-Listen
明天一定要记得提醒我买水票	Alarm-Update
能不能播放一个李易峰的古装剧看看，除了古剑之外	FilmTele-Play
播放刘谦在2018年春晚上魔术表演的视频	Video-Play
顺序播放李健的歌曲	Music-Play
1999年发行的歌都播放一遍呢	Music-Play
随机来一首欢快一点的浪漫情歌吧	Music-Play
我需要你播放犯罪电视剧毛骗第一部	FilmTele-Play
来一首差一步里的歌儿	Music-Play
设置20号上午看车展的闹钟	Alarm-Update
19点有珠海始发去汕头的长途车不	Travel-Query
帮我创建一个12号上午9点参加姥姥的生日宴的闹钟。	Alarm-Update
到轻工技工学校怎么走	Travel-Query
七点我想看一下18年岳云鹏孙越爆笑相声合辑	Video-Play
把空调调高10度可以吗	HomeAppliance-Control
播放欧美动漫精灵鼠小弟	Video-Play
可以播放郑凯演的密查吧	FilmTele-Play
怎么到湘江世纪城啊	Travel-Query
石家庄今天最高几度	Weather-Query
播放一首应景儿的《回到拉萨》，我要郑钧的	Music-Play
动作片李冰冰主演的风声	FilmTele-Play
FM103点7的中国之声调那里去	Radio-Listen
银临、河图的专辑蚍蜉渡海播放	Music-Play
3月10号下午三点的提醒请不要提醒我	Alarm-Update
今天到武汉来不及了，找一个明天最早的高铁	Travel-Query
给我播一下100.8的电台节目	Radio-Listen
告诉我大前天是农历多少	Calendar-Query
我想听金莎唱的爱的魔法这首流行音乐	Music-Play
今年的愚人节是什么时候	Calendar-Query
岳阳明天会下雨吗？	Weather-Query
想带孩子出去玩今天杭州天气如何	Weather-Query
我需要你来一首许嵩的认错呢	Music-Play
六月末穿裙子去武功山会冷吗	Weather-Query
我要听97.6北京人名广播电台音乐台	Radio-Listen
韩国2015年上的电影魔女给我播放一下吧	FilmTele-Play
狐妖小红娘播放动漫类的	Video-Play
大后天大同是多云转晴的天气吗	Weather-Query
今天更新的地平线4的相关视频放一个哈	Video-Play
想去博物院，这周末天气怎么样呢？	Weather-Query
听一个林溪主持的毛泽东的故事	Radio-Listen
我想你帮我记住5月22号是我妈妈生日	Alarm-Update
我想看2021年世界女排联赛中国女排VS韩国女排的比赛视频	Video-Play
我准备看电影了，把灯调暗一些，调到观影模式。	HomeAppliance-Control
雨天在丽江骑车可以吗	Weather-Query
下周一早上9点去苏瓦的经济舱。	Travel-Query
明天紫外线怎么样	Weather-Query
游泳池蓄水打开	HomeAppliance-Control
今年的中秋节是九月几日	Calendar-Query
开车走国道的去福州该怎么走告诉我一下呗	Travel-Query
近期山东穿衣指数如何	Weather-Query
9月15号是星期几啊	Calendar-Query
把风速开到6了吧空调的	HomeAppliance-Control
找一下每周三，20点更新的国产动漫	Video-Play
我想连着上次看的那个迪丽热巴的那个剧看	FilmTele-Play
你好好给我看看蚌埠始发的高铁是7点的吗	Travel-Query
音乐类的魅力103来听听	Radio-Listen
后天有风吗公主岭这里	Weather-Query
中华之声播放，就是白强主持的那个	Radio-Listen
帮我把电饭煲调成煮饭模式。	HomeAppliance-Control
查询中国的阴历正月19日是星期几呢	Calendar-Query
只打开今天下午的闹钟	Alarm-Update
找出5月27日22点播出的动漫	Video-Play
我要陈小熊的歌儿 济南济南吧	Music-Play
请播放吴涤清版的《梅兰梅兰我爱你》	Music-Play
看一下4月21日是阴历多少	Calendar-Query
看快进播放的三十集风暴舞	FilmTele-Play
空调风速调高百分之25	HomeAppliance-Control
找陈奕迅2020年在上海的演唱会视频来放	Video-Play
能帮我把空调温度调到22度吗	HomeAppliance-Control
美国的大蒜节是几月几号	Calendar-Query
请播放由张子枫主演的电影我的姐姐。	FilmTele-Play
厦门飞往洛杉矶的航班明天有票不	Travel-Query
继续播放琉璃第10集之后的剧集	FilmTele-Play
明天12点飞北京的机票还有没有了	Travel-Query
增加一个早上11:30提醒我交停车费的备忘录	Alarm-Update
上海这周末空气湿度多少	Weather-Query
在13:30通知我关闭火影忍者	Alarm-Update
我出门时忘记关电脑了，帮我关掉它	HomeAppliance-Control
明天能到15度吗	Weather-Query
设置明天晚上10点上淘宝抢东西的闹钟。	Alarm-Update
是不是可以播放一下今年爱上男声FM呢	Radio-Listen
放一首萨克斯演奏的古典音乐	Music-Play
播一下晚上20点更新的完美的他的介绍视频	Video-Play
我想听英文的情歌呢	Music-Play
能不能帮我报下星期几是农历的2月初1	Calendar-Query
到南阳怎么走啊	Travel-Query
立即搜索玉田紫外线指数	Weather-Query
立刻播放一下武藤兰的日本电视剧呢	FilmTele-Play
lisa跳attention的视频还有吗我有点想看	Video-Play
立即查看大连海边的风向和湿度	Weather-Query
查询明天秦皇岛下大雨情况	Weather-Query
查找国产动漫镇魂街第二季	Video-Play
顺序播放周杰伦的专辑七里香里面的歌	Music-Play
恶魔在身边台湾偶像剧1点25倍速播放	FilmTele-Play
这一生关于你的风景，我要听隔壁老樊唱的	Music-Play
元宵节在几月	Calendar-Query
提醒我周末下午5点见男友。	Alarm-Update
客厅的灯有点暗，帮我把灯调亮些吧	HomeAppliance-Control
收听频率是八九点零的襄樊交通音乐台	Radio-Listen
我想你给我播放一首表达爱意的钢琴曲呢	Music-Play
五大连池最近是晴天吗	Weather-Query
5月30号3:10给我定个闹钟	Alarm-Update
长春气温会逐步升高吗	Weather-Query
定周三早上8点的闹钟	Alarm-Update
播放欧美动漫正义联盟	Video-Play
给我找一下2021年央视元宵晚会的魔术视频放来看	Video-Play
我想知道12月6日去米兰的经济舱价格。	Travel-Query
单曲循环一下名侦探柯南里面的主题曲吧	Music-Play
明天中午12点跟朋友去吃饭的闹钟帮我定一下。	Alarm-Update
黄安90年代的歌随机来一首可以吗	Music-Play
是不是能帮我播放台湾艺人林心如的戏	FilmTele-Play
规划一下到儿童医院的路线	Travel-Query
帮我找到抚州的路线	Travel-Query
可以不可以把灯的亮度调高一点	HomeAppliance-Control
查查明天的日历表是多少号	Calendar-Query
查一下明天青岛空气质量怎么样	Weather-Query
三月初一妈妈生日的闹钟	Alarm-Update
狂欢节是周几	Calendar-Query
工作日早上9点的闹钟给我设置好了没有	Alarm-Update
设置星期日下午5:30的日程	Alarm-Update
明天湖南的温度怎么样	Weather-Query
速度的让我知道舟山开来的动车是今天的吗	Travel-Query
来一个美国电影变形金刚1	FilmTele-Play
周六我要去洛阳看牡丹，现在还能不能订汽车票到洛阳	Travel-Query
2月4日开始陆续播放的年的味儿还在更新吗我想看看	Video-Play
农历的中元节是周几	Calendar-Query
放一个姚兰主持的温暖的家	Radio-Listen
海淀风大吗	Weather-Query
我要30秒后知道福州开往北京的高铁今天有票吗	Travel-Query
二胡弹奏的人气高的歌曲来一首呢	Music-Play
长沙去往沈阳的动车哪天有票啊	Travel-Query
有没有比较热血的动漫配乐给我来一首吧	Music-Play
按顺序播放专辑Wuha里的歌曲	Music-Play
帮我打开智能闹钟，然后矫正一下时间吧	HomeAppliance-Control
现在能说说礼拜几是10月的10日吗	Calendar-Query
帮我找一下到物美超市的路	Travel-Query
帮我播放班长殿下	FilmTele-Play
北京今天空气怎么样是良还是什么	Weather-Query
你现在可以给我建一个13号去西直门医院的提醒么？	Alarm-Update
2000年左右的歌曲给我随机来一首	Music-Play
从拉萨到稻城有没有客车去的	Travel-Query
那个中国电视剧陈情令的花絮播放一下吧	Video-Play
播放齐秦的大约在冬季	Music-Play
搜索附近的晨光文具店	Travel-Query
走路怎么到大黑石	Travel-Query
遂溪人民广播电台给我连着上次听到的地方收听吧	Radio-Listen
查下日历后天的农历是几号	Calendar-Query
盐城最近昼夜温差大不大	Weather-Query
空调可以调到18度吗	HomeAppliance-Control
6月2号下午1点到6点的提醒并全部删除	Alarm-Update
享受蜻蜓fm电台里的歌曲	Radio-Listen
周末两天分别是多少号	Calendar-Query
你能给我放范丞丞的快乐很简单吗	Music-Play
大陆的有关鸦片战争的电影能播放一个么	FilmTele-Play
现在去银川穿条单裤就行吧	Weather-Query
是不是能单曲循环一下你不知道的事	Music-Play
我要马上知道大后天是农历几月初几呢	Calendar-Query
